unique_id,age,height,weight,gender,exercise_name,body_part,type_of_muscle,sets,recommendation,BMI,BMI_Result
51,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
51,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
52,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
52,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
52,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
52,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
52,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
53,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
53,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
53,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
53,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
53,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
54,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
54,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
54,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
54,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
54,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
55,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
55,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
55,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
55,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
55,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
56,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
56,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
56,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
56,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
56,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
57,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
57,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
57,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
57,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
57,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
58,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
58,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
58,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
58,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
58,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
59,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
59,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
59,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
59,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
59,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
60,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
60,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
60,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
60,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
60,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
61,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
61,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
61,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
61,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
61,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
62,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
62,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
62,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
62,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
62,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
63,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
63,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
63,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
63,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
63,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
64,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
64,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
64,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
64,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
64,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
65,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
65,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
65,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
65,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
65,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
66,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
66,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
66,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
66,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
66,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
67,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
67,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
67,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
67,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
67,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
68,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
68,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
68,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
68,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
68,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
69,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
69,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
69,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
69,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
69,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
70,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
70,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
70,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
70,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
70,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
71,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
71,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
71,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
71,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
71,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
72,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
72,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
72,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
72,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
72,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
73,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
73,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
73,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
73,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
73,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
74,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
74,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
74,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
74,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
74,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
75,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
75,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
75,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
75,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
75,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
76,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
76,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
76,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
76,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
76,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
77,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
77,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
77,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
77,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
77,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
78,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
78,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
78,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
78,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
78,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
79,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
79,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
79,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
79,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
79,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
80,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
80,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
80,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
80,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
80,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
81,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
81,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
81,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
81,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
81,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
82,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
82,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
82,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
82,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
82,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
83,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
83,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
83,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
83,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
83,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
84,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
84,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
84,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
84,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
84,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
85,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
85,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
85,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
85,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
85,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
86,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
86,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
86,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
86,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
86,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
87,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
87,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
87,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
87,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
87,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
88,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
88,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
88,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
88,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
88,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
89,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
89,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
89,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
89,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
89,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
90,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
90,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
90,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
90,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
90,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
91,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
91,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
91,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
91,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
91,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
92,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
92,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
92,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
92,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
92,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
93,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
93,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
93,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
93,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
93,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
94,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
94,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
94,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
94,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
94,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
95,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
95,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
95,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
95,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
95,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
96,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
96,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
96,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
96,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
96,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
97,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
97,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
97,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
97,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
97,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
98,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
98,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
98,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
98,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
98,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
99,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
99,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
99,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
99,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
99,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
100,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
100,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
100,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
100,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
100,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
101,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
101,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
101,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
101,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
101,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
102,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
102,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
