unique_id,age,height,weight,gender,exercise_name,body_part,type_of_muscle,sets,recommendation,BMI,BMI_Result
102,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
102,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
102,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
103,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
103,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
103,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
103,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
103,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
104,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
104,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
104,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
104,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
104,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
105,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
105,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
105,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
105,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
105,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
106,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
106,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
106,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
106,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
106,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
107,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
107,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
107,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
107,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
107,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
108,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
108,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
108,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
108,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
108,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
109,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
109,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
109,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
109,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
109,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
110,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
110,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
110,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
110,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
110,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
111,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
111,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
111,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
111,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
111,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
112,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
112,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
112,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
112,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
112,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
113,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
113,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
113,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
113,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
113,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
114,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
114,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
114,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
114,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
114,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
115,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
115,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
115,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
115,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
115,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
116,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
116,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
116,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
116,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
116,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
117,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
117,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
117,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
117,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
117,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
118,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
118,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
118,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
118,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
118,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
119,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
119,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
119,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
119,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
119,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
120,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
120,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
120,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
120,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
120,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
121,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
121,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
121,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
121,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
121,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
122,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
122,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
122,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
122,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
122,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
123,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
123,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
123,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
123,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
123,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
124,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
124,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
124,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
124,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
124,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
125,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
125,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
125,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
125,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
125,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
126,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
126,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
126,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
126,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
126,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
127,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
127,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
127,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
127,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
127,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
128,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
128,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
128,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
128,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
128,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
129,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
129,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
129,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
129,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
129,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
130,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
130,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
130,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
130,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
130,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
131,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
131,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
131,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
131,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
131,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
132,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
132,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
132,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
132,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
132,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
133,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
133,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
133,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
133,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
133,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
134,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
134,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
134,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
134,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
134,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
135,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
135,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
135,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
135,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
135,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
136,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
136,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
136,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
136,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
136,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
137,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
137,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
137,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
137,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
137,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
138,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
138,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
138,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
138,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
138,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
139,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
139,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
139,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
139,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
139,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
140,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
140,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
140,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
140,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
140,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
141,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
141,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
141,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
141,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
141,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
142,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
142,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
142,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
142,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
142,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
143,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
143,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
143,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
143,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
143,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
144,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
144,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
144,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
144,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
144,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
145,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
145,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
145,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
145,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
145,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
146,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
146,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
146,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
146,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
146,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
147,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
147,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
147,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
147,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
147,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
148,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
148,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
148,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
148,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
148,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
149,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
149,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
149,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
149,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
149,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
150,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
150,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
150,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
150,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
150,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
151,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
151,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
151,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
151,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
151,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
152,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
152,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
152,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
152,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
